TableName,ColumnName,Title,Description,Required,DataType,DataTypeRange,UniqueValues
MDS_UPDRS_Part_I.csv,upd2103_depressed_mood,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),1.03 MDS-UPDRS - Depressed Mood (UPD2103),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_I.csv,upd2104_anxious_mood,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),1.04 MDS-UPDRS - Anxious Mood (UPD2104),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_I.csv,upd2105_apathy,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),1.05 MDS-UPDRS - Apathy (UPD2105),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_I.csv,upd2106_dopamine_dysregulation_syndrome_features,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),1.06 MDS-UPDRS - Features of Dopamine Dysregulation Syndrome (UPD2106),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_I.csv,mds_updrs_part_i_sub_score,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),MDS-UPDRS Part I Questions 1-6 Summary Sub-Score,FALSE,Integer,0 - 24,
MDS_UPDRS_Part_I.csv,mds_updrs_part_i_pat_quest_primary_info_source,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),MDS-UPDRS Part I Patient Questionnaire Primary Source Of Information,FALSE,Enumeration,,Patient;Patient and Caregiver - Equal Proportion;Caregiver
MDS_UPDRS_Part_I.csv,code_upd2107_pat_quest_sleep_problems,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),1.07 MDS-UPDRS - Sleep Problems (UPD2107),FALSE,Integer,0 - 4,
MDS_UPDRS_Part_I.csv,code_upd2108_pat_quest_daytime_sleepiness,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),1.08 MDS-UPDRS - Daytime Sleepiness (UPD2108),FALSE,Integer,0 - 4,
MDS_UPDRS_Part_I.csv,code_upd2109_pat_quest_pain_and_other_sensations,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),1.09 MDS-UPDRS - Pain And Other Sensations (UPD2109),FALSE,Integer,0 - 4,
MDS_UPDRS_Part_I.csv,code_upd2110_pat_quest_urinary_problems,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),1.10 MDS-UPDRS - Urinary Problems (UPD2110),FALSE,Integer,0 - 4,
MDS_UPDRS_Part_I.csv,code_upd2111_pat_quest_constipation_problems,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),1.11 MDS-UPDRS - Constipation Problems (UPD2111),FALSE,Integer,0 - 4,
MDS_UPDRS_Part_I.csv,code_upd2112_pat_quest_lightheadedness_on_standing,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),1.12 MDS-UPDRS - Lightheadedness on Standing (UPD2112),FALSE,Integer,0 - 4,
MDS_UPDRS_Part_I.csv,code_upd2113_pat_quest_fatigue,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),1.13 MDS-UPDRS - Fatigue (UPD2113),FALSE,Integer,0 - 4,
MDS_UPDRS_Part_I.csv,upd2107_pat_quest_sleep_problems,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),1.07 MDS-UPDRS - Sleep Problems (UPD2107),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_I.csv,upd2108_pat_quest_daytime_sleepiness,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),1.08 MDS-UPDRS - Daytime Sleepiness (UPD2108),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_I.csv,upd2109_pat_quest_pain_and_other_sensations,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),1.09 MDS-UPDRS - Pain And Other Sensations (UPD2109),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_I.csv,upd2110_pat_quest_urinary_problems,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),1.10 MDS-UPDRS - Urinary Problems (UPD2110),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_I.csv,upd2111_pat_quest_constipation_problems,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),1.11 MDS-UPDRS - Constipation Problems (UPD2111),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_I.csv,upd2112_pat_quest_lightheadedness_on_standing,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),1.12 MDS-UPDRS - Lightheadedness on Standing (UPD2112),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_I.csv,upd2113_pat_quest_fatigue,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),1.13 MDS-UPDRS - Fatigue (UPD2113),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_I.csv,mds_updrs_part_i_pat_quest_sub_score,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),MDS-UPDRS Part I Patient Questionnaire Questions 7-13 Summary  Sub-Score,FALSE,Integer,0 - 24,
MDS_UPDRS_Part_I.csv,mds_updrs_part_i_summary_score,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),MDS-UPDRS Part I Summary Score,FALSE,Integer,0 - 48,
