TableName,ColumnName,Title,Description,Required,DataType,DataTypeRange,UniqueValues
MDS_UPDRS_Part_III.csv,code_upd2308b_left_leg_agility,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.08b MDS-UPDRS - Left Leg Agility (UPD2308B),FALSE,Integer,0 - 4,
MDS_UPDRS_Part_III.csv,code_upd2309_arising_from_chair,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.09 MDS-UPDRS - Arising from Chair (UPD2309),FALSE,Integer,0 - 4,
MDS_UPDRS_Part_III.csv,code_upd2310_gait,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.10 MDS-UPDRS - Gait (UPD2310),FALSE,Integer,0 - 4,
MDS_UPDRS_Part_III.csv,code_upd2311_freezing_of_gait,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.11 MDS-UPDRS - Freezing Of Gait (UPD2311),FALSE,Integer,0 - 4,
MDS_UPDRS_Part_III.csv,code_upd2312_postural_stability,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.12 MDS-UPDRS - Postural Stability (UPD2312),FALSE,Integer,0 - 4,
MDS_UPDRS_Part_III.csv,code_upd2313_posture,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.13 MDS-UPDRS - Posture (UPD2313),FALSE,Integer,0 - 4,
MDS_UPDRS_Part_III.csv,code_upd2314_body_bradykinesia,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.14 MDS-UPDRS - Body Bradykinesia (UPD2314),FALSE,Integer,0 - 4,
MDS_UPDRS_Part_III.csv,code_upd2315a_postural_tremor_of_right_hand,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.15a MDS-UPDRS - Postural Tremor Of Right Hand (UPD2315A),FALSE,Integer,0 - 4,
MDS_UPDRS_Part_III.csv,code_upd2315b_postural_tremor_of_left_hand,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.15b MDS-UPDRS - Postural Tremor Of Left Hand (UPD2315B),FALSE,Integer,0 - 4,
MDS_UPDRS_Part_III.csv,code_upd2316a_kinetic_tremor_of_right_hand,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.16a MDS-UPDRS - Kinetic Tremor Of Right Hand (UPD2316A),FALSE,Integer,0 - 4,
MDS_UPDRS_Part_III.csv,code_upd2316b_kinetic_tremor_of_left_hand,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.16b MDS-UPDRS - Kinetic Tremor Of Left Hand (UPD2316B),FALSE,Integer,0 - 4,
MDS_UPDRS_Part_III.csv,code_upd2317a_rest_tremor_amplitude_right_upper_extremity,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.17a MDS-UPDRS - Rest Tremor Amplitude Right Upper Extremity (UPD2317A),FALSE,Integer,0 - 4,
MDS_UPDRS_Part_III.csv,code_upd2317b_rest_tremor_amplitude_left_upper_extremity,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.17b MDS-UPDRS - Rest Tremor Amplitude Left Upper Extremity (UPD2317B),FALSE,Integer,0 - 4,
MDS_UPDRS_Part_III.csv,code_upd2317c_rest_tremor_amplitude_right_lower_extremity,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.17c MDS-UPDRS - Rest Tremor Amplitude Right Lower Extremity (UPD2317C),FALSE,Integer,0 - 4,
MDS_UPDRS_Part_III.csv,code_upd2317d_rest_tremor_amplitude_left_lower_extremity,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.17d MDS-UPDRS - Rest Tremor Amplitude Left Lower Extremity (UPD2317D),FALSE,Integer,0 - 4,
MDS_UPDRS_Part_III.csv,code_upd2317e_rest_tremor_amplitude_lip_or_jaw,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.17e MDS-UPDRS - Rest Tremor Amplitude Lip Or Jaw (UPD2317E),FALSE,Integer,0 - 4,
MDS_UPDRS_Part_III.csv,code_upd2318_consistency_of_rest_tremor,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.18 MDS-UPDRS - Consistency Of Rest Tremor (UPD2318),FALSE,Integer,0 - 4,
MDS_UPDRS_Part_III.csv,upd2301_speech_problems,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.01 MDS-UPDRS - Speech Problems (UPD2301),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_III.csv,upd2302_facial_expression,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.02 MDS-UPDRS - Facial Expression (UPD2302),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_III.csv,upd2303a_rigidity_neck,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.03a MDS-UPDRS - Rigidity Neck (UPD2303A),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_III.csv,upd2303b_rigidity_rt_upper_extremity,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.03b MDS-UPDRS - Rigidity Right Upper Extremity (UPD2303B),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_III.csv,upd2303c_rigidity_left_upper_extremity,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.03c MDS-UPDRS - Rigidity Left Upper Extremity (UPD2303C),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_III.csv,upd2303d_rigidity_rt_lower_extremity,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.03e MDS-UPDRS - Rigidity Left Lower Extremity,FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_III.csv,upd2303e_rigidity_left_lower_extremity,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.03e MDS-UPDRS - Rigidity Left Lower Extremity (UPD2303E),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_III.csv,upd2304a_right_finger_tapping,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.04a MDS-UPDRS - Right Finger Tapping (UPD2304A),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_III.csv,upd2304b_left_finger_tapping,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.04b MDS-UPDRS - Left Finger Tapping (UPD2304B),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_III.csv,upd2305a_right_hand_movements,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.05a MDS-UPDRS - Right Hand Movements (UPD2305A),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_III.csv,upd2305b_left_hand_movements,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.05b MDS-UPDRS - Left Hand Movements (UPD2305B),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_III.csv,upd2306a_pron_sup_movement_right_hand,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.06a MDS-UPDRS - Pronanation-Supination Movement Of Right Hand (UPD2306A),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_III.csv,upd2306b_pron_sup_movement_left_hand,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.06b MDS-UPDRS - Pronanation-Supination Movement Of Left Hand (UPD2306B),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_III.csv,upd2307a_right_toe_tapping,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.07a MDS-UPDRS - Right Toe Tapping (UPD2307A),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_III.csv,upd2307b_left_toe_tapping,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.07b MDS-UPDRS - Left Toe Tapping (UPD2307B),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_III.csv,upd2308a_right_leg_agility,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.08a MDS-UPDRS - Right Leg Agility (UPD2308A),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_III.csv,upd2308b_left_leg_agility,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.08b MDS-UPDRS - Left Leg Agility (UPD2308B),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_III.csv,upd2309_arising_from_chair,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.09 MDS-UPDRS - Arising from Chair (UPD2309),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_III.csv,upd2310_gait,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.10 MDS-UPDRS - Gait (UPD2310),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_III.csv,upd2311_freezing_of_gait,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.11 MDS-UPDRS - Freezing Of Gait (UPD2311),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_III.csv,upd2312_postural_stability,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.12 MDS-UPDRS - Postural Stability (UPD2312),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_III.csv,upd2313_posture,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.13 MDS-UPDRS - Posture (UPD2313),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_III.csv,upd2314_body_bradykinesia,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.14 MDS-UPDRS - Body Bradykinesia (UPD2314),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_III.csv,upd2315a_postural_tremor_of_right_hand,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.15a MDS-UPDRS - Postural Tremor Of Right Hand (UPD2315A),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_III.csv,upd2315b_postural_tremor_of_left_hand,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.15b MDS-UPDRS - Postural Tremor Of Left Hand (UPD2315B),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_III.csv,upd2316a_kinetic_tremor_of_right_hand,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.16a MDS-UPDRS - Kinetic Tremor Of Right Hand (UPD2316A),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_III.csv,upd2316b_kinetic_tremor_of_left_hand,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.16b MDS-UPDRS - Kinetic Tremor Of Left Hand (UPD2316B),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_III.csv,upd2317a_rest_tremor_amplitude_right_upper_extremity,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.17a MDS-UPDRS - Rest Tremor Amplitude Right Upper Extremity (UPD2317A),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_III.csv,upd2317b_rest_tremor_amplitude_left_upper_extremity,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.17b MDS-UPDRS - Rest Tremor Amplitude Left Upper Extremity (UPD2317B),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_III.csv,upd2317c_rest_tremor_amplitude_right_lower_extremity,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.17c MDS-UPDRS - Rest Tremor Amplitude Right Lower Extremity (UPD2317C),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_III.csv,upd2317d_rest_tremor_amplitude_left_lower_extremity,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.17d MDS-UPDRS - Rest Tremor Amplitude Left Lower Extremity (UPD2317D),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_III.csv,upd2317e_rest_tremor_amplitude_lip_or_jaw,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.17e MDS-UPDRS - Rest Tremor Amplitude Lip Or Jaw (UPD2317E),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_III.csv,upd2318_consistency_of_rest_tremor,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.18 MDS-UPDRS - Consistency Of Rest Tremor (UPD2318),FALSE,Enumeration,,Normal;Slight;Mild;Moderate;Severe
MDS_UPDRS_Part_III.csv,upd2da_dyskinesias_during_exam,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.19 MDS-UPDRS - Dyskinesias During Exam (UPD2DA),FALSE,Enumeration,,No;Yes
MDS_UPDRS_Part_III.csv,upd2db_movements_interfere_with_ratings,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.20 MDS-UPDRS - Movements Interfere with Ratings (UPD2DB),FALSE,Enumeration,,No;Yes
MDS_UPDRS_Part_III.csv,code_upd2hy_hoehn_and_yahr_stage,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.21 MDS-UPDRS - Hoehn And Yahr Stage (UPD2HY),FALSE,Float,0 - 5,
MDS_UPDRS_Part_III.csv,upd2hy_hoehn_and_yahr_stage,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3.21 MDS-UPDRS - Hoehn And Yahr Stage (UPD2HY),FALSE,Enumeration,,Stage 0;Stage 1;Stage 1.5;Stage 2;Stage 2.5;Stage 3;Stage 4;Stage 5
MDS_UPDRS_Part_III.csv,upd23a_medication_for_pd,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3a MDS-UPDRS - Medication For Parkinson's Disease (UPD23A),FALSE,Enumeration,,No;Yes
MDS_UPDRS_Part_III.csv,upd23b_clinical_state_on_medication,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),3b MDS-UPDRS - Clinical State On Medication (UPD23B),FALSE,Enumeration,,Off;On
MDS_UPDRS_Part_III.csv,mds_updrs_part_iii_summary_score,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire (MDS-UPDRS),MDS-UPDRS Part III Summary Score,FALSE,Integer,0 - 132,
